id,links,title,name,new_title
fDB4CkyrR4U,https://www.youtube.com/watch?v=fDB4CkyrR4U&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=7&pp=8AUB,이하이 (LeeHi) - '구원자 (Savior) (Feat. B.I)' Official MV (ENG/CHN),이하이,구원자 (Savior) (Feat. B.I)
2zwTaT0JeOY,https://www.youtube.com/watch?v=2zwTaT0JeOY&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=8&pp=8AUB,HI SUHYUN - 나는 달라(I'M DIFFERENT) (ft.BOBBY) M/V,이하이,나는 달라(I'M DIFFERENT) (ft.BOBBY) 
Ff_SuAzll90,https://www.youtube.com/watch?v=Ff_SuAzll90&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=9&pp=8AUB,LEE HI - 'ROSE' M/V,이하이,ROSE
1AI7UP1iRAU,https://www.youtube.com/watch?v=1AI7UP1iRAU&list=RDCLAK5uy_kInB5WMZBeDJQ_Ri-4GYWvJIRuuqKWAao&index=10&pp=8AUB,LEE HI - '1.2.3.4' M/V,이하이,1.2.3.4
txIMMp7KktM,https://www.youtube.com/watch?v=txIMMp7KktM&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=1&pp=iAQB8AUB,Goodbye Love (Inst.) (안녕 사랑아 (Inst.)),박효신,Goodbye Love (Inst.) (안녕 사랑아 (Inst.))
-WbEIlNHV6M,https://www.youtube.com/watch?v=-WbEIlNHV6M&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=2&pp=iAQB8AUB,The Day (Original Version),박효신,The Day
2R0f-Y9P2wE,https://www.youtube.com/watch?v=2R0f-Y9P2wE&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=3&pp=iAQB8AUB,그 흔한 남자여서,박효신,그 흔한 남자여서
ECkAsI3etNs,https://www.youtube.com/watch?v=ECkAsI3etNs&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=4&pp=iAQB8AUB,Like A Star (feat. 최아롬 From 버블시스터즈),박효신,Like A Star (feat. 최아롬 From 버블시스터즈)
V3yHzAPUGWg,https://www.youtube.com/watch?v=V3yHzAPUGWg&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=5&pp=iAQB8AUB,Breath,박효신,Breath
ws61mYn2cZE,https://www.youtube.com/watch?v=ws61mYn2cZE&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=6&pp=iAQB8AUB,I Promise You (사랑이 고프다 (I Promise You)),박효신,I Promise You (사랑이 고프다 (I Promise You))
eSiQiVslq2A,https://www.youtube.com/watch?v=eSiQiVslq2A&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=7&pp=iAQB8AUB,It's Strange (이상하다),박효신,It's Strange (이상하다)
dV05e8QJUi8,https://www.youtube.com/watch?v=dV05e8QJUi8&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=8&pp=iAQB8AUB,변심,박효신,변심
gr9_2ZfrYw4,https://www.youtube.com/watch?v=gr9_2ZfrYw4&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=9&pp=iAQB8AUB,너를 꿈꾸며 (Interlude),박효신,너를 꿈꾸며 (Interlude)
Sukz7YFlk8Y,https://www.youtube.com/watch?v=Sukz7YFlk8Y&list=PLxtO_MoizexYxmhuVsrZEAQfxfLdiJdB0&index=10&pp=iAQB8AUB,Story Of The Sea... (Outro),박효신,Story Of The Sea... (Outro)
2-aqVLneFWA,https://www.youtube.com/watch?v=2-aqVLneFWA&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=1&pp=iAQB8AUB,성시경 (Sung Si Kyung) - 잊지 말기로 해 (With 권진아) (Don't forget) Official Music Video,성시경,잊지 말기로 해 (With 권진아) (Don't forget)
RUd6LLIr-Wg,https://www.youtube.com/watch?v=RUd6LLIr-Wg&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=2&pp=iAQB8AUB,거리에서 성시경,성시경,거리에서 성시경
JkRKxxLiDNI,https://www.youtube.com/watch?v=JkRKxxLiDNI&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=3&pp=iAQB8AUB,"성시경, 박효신, 이석훈, 서인국, 빅스 - 크리스마스니까 Music Video",성시경,크리스마스니까
Dbxzh078jr4,https://www.youtube.com/watch?v=Dbxzh078jr4&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=4&pp=iAQB8AUB,[MV] 성시경 _ Every Moment Of You(너의 모든 순간) (Original) (My Love From the Star(별에서 온 그대) OST),성시경, Every Moment Of You(너의 모든 순간)
hGOvpoimJkI,https://www.youtube.com/watch?v=hGOvpoimJkI&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=5&pp=iAQB8AUB,성시경-두사람(가사),성시경,두사람(가사)
jwS_UbJ2Geg,https://www.youtube.com/watch?v=jwS_UbJ2Geg&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=6&pp=iAQB8AUB,"성시경, 박효신, 서인국, 빅스(VIXX), 여동생-겨울고백(Winter Propose) Official M/V",성시경,겨울고백(Winter Propose)
_kr3bOs5s8U,https://www.youtube.com/watch?v=_kr3bOs5s8U&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=7&pp=iAQB8AUB,[응답하라 1994 OST] 성시경 (SUNG SI KYUNG) - 너에게 (To You) MV,성시경,너에게 (To You) 
5hINYNZslP0,https://www.youtube.com/watch?v=5hINYNZslP0&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=8&pp=iAQB8AUB,성시경 Sung Si Kyung - 내게 오는 길.mp4,성시경,내게 오는 길.mp4
JG8DufK1xP0,https://www.youtube.com/watch?v=JG8DufK1xP0&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=9&pp=iAQB8AUB,성시경(Sung Si Kyung) - 넌 감동이었어,성시경,넌 감동이었어
Rsj-k7bfa_g,https://www.youtube.com/watch?v=Rsj-k7bfa_g&list=PLitPkMJ97G7XSgmFzw2zOi_EXvKYg0nzj&index=10&pp=iAQB8AUB,Sung Sikeung - Hee Jae (성시경-희재),성시경,Hee Jae (성시경-희재)
9Umecu7obN8,https://www.youtube.com/watch?v=9Umecu7obN8&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=1&pp=iAQB8AUB,[M/V] 장범준 - 행복하게 해줄게 :: 그 해 우리는(Our Beloved Summer) OST Part.10,장범준,행복하게 해줄게
9oAbuzbpQg4,https://www.youtube.com/watch?v=9oAbuzbpQg4&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=2&pp=iAQB8AUB,[MV] JANG BEOM JUNE(장범준) _ Go Back(고백),장범준,Go Back(고백)
RTTaJkMezPc,https://www.youtube.com/watch?v=RTTaJkMezPc&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=3&pp=iAQB8AUB,I Like You,장범준,I Like You
V47v-AXQBSw,https://www.youtube.com/watch?v=V47v-AXQBSw&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=4&pp=iAQB8AUB,추적이는 여름 비가 되어 - 장범준 Lyric video (as you wish),장범준,추적이는 여름 비가 되어
JR-wv5fOJEY,https://www.youtube.com/watch?v=JR-wv5fOJEY&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=5&pp=iAQB8AUB,잠이 오질 않네요 - 장범준,장범준,잠이 오질 않네요
_eMTBqhpLzg,https://www.youtube.com/watch?v=_eMTBqhpLzg&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=6&pp=iAQB8AUB,[가사] 장범준 (Jang Beom June) - 흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야ㅣ멜로가 체질 OST Part 3,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야
smHZjk1AK9s,https://www.youtube.com/watch?v=smHZjk1AK9s&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=7&pp=iAQB8AUB,[검색어를 입력하세요 WWW OST Part 3] 장범준 (Beom June Jang) - 손 닿으면 (Reaching Hand) MV,장범준,손 닿으면 (Reaching Hand) 
EAVp84B888U,https://www.youtube.com/watch?v=EAVp84B888U&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=8&pp=iAQB8AUB,장범준3집 당신과는천천히 뮤직비디오_ MV,장범준, 당신과는천천히
ScJ4m-qXWuw,https://www.youtube.com/watch?v=ScJ4m-qXWuw&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=9&pp=iAQB8AUB,장범준3집 #02 일산으로 Audio,장범준,일산으로
BUzI-awsi1s,https://www.youtube.com/watch?v=BUzI-awsi1s&list=PL4brMRtrvP4HEZny8vyTyTpknzt5fIbjI&index=10&pp=iAQB8AUB,장범준3집 #03 노래방에서 Audio,장범준,노래방에서
zZsK0SzRcDw,https://www.youtube.com/watch?v=zZsK0SzRcDw&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=1&pp=iAQB8AUB,However,10cm,However
j-nxyAdJDaY,https://www.youtube.com/watch?v=j-nxyAdJDaY&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=2&pp=iAQB8AUB,Perfect,10cm,Perfect
txi3VEdStJ4,https://www.youtube.com/watch?v=txi3VEdStJ4&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=3&pp=iAQB8AUB,폰서트,10cm,폰서트
9qAOHJQgATQ,https://www.youtube.com/watch?v=9qAOHJQgATQ&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=4&pp=iAQB8AUB,Help (Instrumental Version),10cm,Help (Instrumental Version)
9yFR6rpAZPE,https://www.youtube.com/watch?v=9yFR6rpAZPE&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=5&pp=iAQB8AUB,Do You Think Of Me?,10cm,Do You Think Of Me?
Y_8aUSyNM9Y,https://www.youtube.com/watch?v=Y_8aUSyNM9Y&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=6&pp=iAQB8AUB,Borrow your night (Romance 101 X 10CM) (이 밤을 빌려 말해요 (바른연애 길잡이 X...,10cm,이 밤을 빌려 말해요 
cSFsANze2bk,https://www.youtube.com/watch?v=cSFsANze2bk&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=7&pp=iAQB8AUB,Island,10cm,Island
oXQn5YZQhjU,https://www.youtube.com/watch?v=oXQn5YZQhjU&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=8&pp=iAQB8AUB,Everything,10cm,Everything
04HcDhH1Aq8,https://www.youtube.com/watch?v=04HcDhH1Aq8&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=9&pp=iAQB8AUB,Mattress,10cm,Mattress
d_x9wxAVMQM,https://www.youtube.com/watch?v=d_x9wxAVMQM&list=PLyeUl6LxQ7ZEi9JRFFhy68pQuqu2ToLSY&index=10&pp=iAQB8AUB,Pet,10cm,Pet
ECMc1SB60E0,https://www.youtube.com/watch?v=ECMc1SB60E0&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=1&pp=iAQB8AUB,[MV] hyukoh(혁오) _ Comes And Goes(와리가리),혁오,Comes And Goes(와리가리)
u3RAU0T2RC4,https://www.youtube.com/watch?v=u3RAU0T2RC4&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=2&pp=iAQB8AUB,[MV] hyukoh(혁오) _ Gondry(공드리),혁오,Gondry(공드리)
7tyEDx9tgBk,https://www.youtube.com/watch?v=7tyEDx9tgBk&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=3&pp=iAQB8AUB,혁오(hyukoh) - ohio,혁오,ohio
4qgA8f-gdhU,https://www.youtube.com/watch?v=4qgA8f-gdhU&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=4&pp=iAQB8AUB,[LIVE AND DIRECT] 혁오(hyukoh) '위잉위잉',혁오,위잉위잉
UeCTNhP-E_c,https://www.youtube.com/watch?v=UeCTNhP-E_c&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=5&pp=iAQB8AUB,혁오 (Hyukoh) - 위잉위잉,혁오,위잉위잉
lsC4Oi5zYg4,https://www.youtube.com/watch?v=lsC4Oi5zYg4&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=6&pp=iAQB8AUB,[LIVE AND DIRECT] 혁오(hyukoh) 'Lonely+Feels Like Roller Coaster',혁오,Lonely+Feels Like Roller Coaster
MMfBftG5aZo,https://www.youtube.com/watch?v=MMfBftG5aZo&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=7&pp=iAQB8AUB,Hyukoh(혁오) - Big Bird(큰새),혁오,Big Bird(큰새)
Ho9ZjFytVIE,https://www.youtube.com/watch?v=Ho9ZjFytVIE&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=8&pp=iAQB8AUB,Hyukoh(혁오) - Settled Down,혁오,Settled Down
kkbQjWWSSuc,https://www.youtube.com/watch?v=kkbQjWWSSuc&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=9&pp=iAQB8AUB,Hyukoh(혁오) - Mer,혁오,Mer
GDeiJybf8qY,https://www.youtube.com/watch?v=GDeiJybf8qY&list=PLx1xRO6VRG5-ikcliGdzhxfaVNGGxJm2a&index=10&pp=iAQB8AUB,"[MV] PRIMARY(프라이머리), OHHYUK(오혁) _ Bawling",혁오,Bawling
Lxd99QyfDHQ,https://www.youtube.com/watch?v=Lxd99QyfDHQ&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=1&pp=iAQB8AUB,[M/V] 정승환 - 너에게 닿을게 :: 킹더랜드(King the Land) OST Part.3,정승환,너에게 닿을게
pAtj1AzCuzs,https://www.youtube.com/watch?v=pAtj1AzCuzs&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=2&pp=iAQB8AUB,[LYRIC VIDEO] Jung Seung Hwan(정승환) - Breath(숨) | Doctor Cha 닥터 차정숙 OST,정승환,Breath(숨)
yEWYW4Ubpkk,https://www.youtube.com/watch?v=yEWYW4Ubpkk&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=3&pp=iAQB8AUB,인생작과 인생곡이 콜라보로 나옴 💿 ‘정승환 - 그런 날이 올까요’ 정방향 Live Full ver.,정승환,그런 날이 올까요
vrT9cD-6mds,https://www.youtube.com/watch?v=vrT9cD-6mds&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=4&pp=iAQB8AUB,[MV] Jung Seung Hwan(정승환) _ My Favorite Winter(겨울이 좋아졌어),정승환,My Favorite Winter(겨울이 좋아졌어)
iIHKZHSJDQM,https://www.youtube.com/watch?v=iIHKZHSJDQM&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=5&pp=iAQB8AUB,"[Special Clip] Jung Seung Hwan(정승환), Kang Seungwon(강승원) - Your Smiling Face(그 고운 미소 때문에) (Live ver.)",정승환,Your Smiling Face(그 고운 미소 때문에)
QFq4f3d4E-I,https://www.youtube.com/watch?v=QFq4f3d4E-I&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=6&pp=iAQB8AUB,[세로 직캠] 정승환 - 안녕이란 말 (Jung SeungHwan - FAN CAM) [유희열의 스케치북/You Heeyeol’s Sketchbook] | KBS 방송,정승환,안녕이란 말
plRJH6pjdTM,https://www.youtube.com/watch?v=plRJH6pjdTM&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=7&pp=iAQB8AUB,[MV] Jung Seung Hwan(정승환) _ chronicle(연대기),정승환,chronicle(연대기)
UZ4lvRJEbwY,https://www.youtube.com/watch?v=UZ4lvRJEbwY&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=8&pp=iAQB8AUB,정승환 _ 별 (Dear) Live | JUNG SEUNG HWAN | MR은 거들뿐 | Vocals Only Live | 가사 | LYRICS,정승환,별 (Dear)
UjId1YeFhRo,https://www.youtube.com/watch?v=UjId1YeFhRo&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=9&pp=iAQB8AUB,[M/V] Jung Seung Hwan(정승환) - Because You're Not Here(푸르른 계절도 내겐 의미 없어요),정승환,Because You're Not Here(푸르른 계절도 내겐 의미 없어요)
sqj0RY29bS8,https://www.youtube.com/watch?v=sqj0RY29bS8&list=PL4brMRtrvP4G-wPVbqzjBw7Z8RuhQgvS_&index=10&pp=iAQB8AUB,"[MV] Jung Seung Hwan(정승환) _ We, From The First(친구, 그 오랜시간)",정승환,"We, From The First(친구, 그 오랜시간)"
vacV7207eXo,https://www.youtube.com/watch?v=vacV7207eXo&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=1&pp=iAQB8AUB,"Kim Feel Digital Single '그대' Lyric Video | ENG, JP",김필,그대
g4MhZeTr0iM,https://www.youtube.com/watch?v=g4MhZeTr0iM&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=2&pp=iAQB8AUB,나의 별이 돼주오,김필,나의 별이 돼주오
Y_b9pHCA3y0,https://www.youtube.com/watch?v=Y_b9pHCA3y0&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=3&pp=iAQB8AUB,"김필 🐳 난, 너를 (가사)",김필,"난, 너를"
OmDmiyvD1qI,https://www.youtube.com/watch?v=OmDmiyvD1qI&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=4&pp=iAQB8AUB,[MV] 김필 (Feel Kim) - Here We Are / Official Music Video,김필,Here We Are
LH3C_DMBv10,https://www.youtube.com/watch?v=LH3C_DMBv10&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=5&pp=iAQB8AUB,[선공개] 김필 '목소리(acoustic)' LIVE CLIP,김필,목소리(acoustic)
nrCbIy98rlI,https://www.youtube.com/watch?v=nrCbIy98rlI&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=6&pp=iAQB8AUB,[M/V] Kim Feel(김필) - Hallelujah(나도 모르는 노래),김필,Hallelujah(나도 모르는 노래)
P7ZinR197QM,https://www.youtube.com/watch?v=P7ZinR197QM&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=7&pp=iAQB8AUB,김필(Kim Feel)-그때 그 아인/ 이태원 클라쓰 OST Part 6,김필,그때 그 아인
y2oeUkb60rI,https://www.youtube.com/watch?v=y2oeUkb60rI&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=8&pp=iAQB8AUB,김필 - 겨울이 오면 (동백꽃 필 무렵 OST PART.08) / 가사,김필,겨울이 오면
acVbWS4og5k,https://www.youtube.com/watch?v=acVbWS4og5k&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=9&pp=iAQB8AUB,김필 - 사랑 둘 / 가사,김필,사랑 둘
df1GSrqp-sA,https://www.youtube.com/watch?v=df1GSrqp-sA&list=PL4brMRtrvP4FVLp8sNNEoSDxu9JjCvWNA&index=10&pp=iAQB8AUB,True Love,김필,True Love
LPgZzXrZWN0,https://www.youtube.com/watch?v=LPgZzXrZWN0&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=1&pp=iAQB8AUB,폴킴 (Paul Kim) - 화이트 (White) | Lyric Video,폴킴,화이트 (White)
YXZl-_xSzMQ,https://www.youtube.com/watch?v=YXZl-_xSzMQ&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=2&pp=iAQB8AUB,폴킴 (Paul Kim) - 한강에서 (Feat. BIG Naughty) | MV,폴킴,한강에서 (Feat. BIG Naughty)
MFtZbSzTtL0,https://www.youtube.com/watch?v=MFtZbSzTtL0&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=3&pp=iAQB8AUB,폴킴 (Paul Kim) - 너에 대하여 (About You) (나쁜엄마 OST Part.3) [Music Video],폴킴,너에 대하여 (About You)
HBtSK3Y0yzw,https://www.youtube.com/watch?v=HBtSK3Y0yzw&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=4&pp=iAQB8AUB,폴킴 (Paul Kim) - 너의 잠을 채워줄게 [Official Video],폴킴,너의 잠을 채워줄게 
ok6naQEuf5g,https://www.youtube.com/watch?v=ok6naQEuf5g&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=5&pp=iAQB8AUB,폴킴 (Paul Kim) - One More Time (특별출연 : 신세경) [Music Video],폴킴,One More Time 
3m2F8F7YSZc,https://www.youtube.com/watch?v=3m2F8F7YSZc&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=6&pp=iAQB8AUB,폴킴 (Paul Kim) - 어제처럼 [Official Video],폴킴,어제처럼 
87E6ES3OtHI,https://www.youtube.com/watch?v=87E6ES3OtHI&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=7&pp=iAQB8AUB,폴킴 (Paul Kim) - 찬란한 계절 [Music Video],폴킴,찬란한 계절
3QDIjIZPSiM,https://www.youtube.com/watch?v=3QDIjIZPSiM&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=8&pp=iAQB8AUB,[MV] Paul Kim(폴킴) _ Hangover(너도 아는),폴킴,Hangover(너도 아는)
_tYBbz_RDSI,https://www.youtube.com/watch?v=_tYBbz_RDSI&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=9&pp=iAQB8AUB,폴킴 (Paul Kim) - 집돌이 [Music Video],폴킴,집돌이
FEI_imQ1Eaw,https://www.youtube.com/watch?v=FEI_imQ1Eaw&list=PL4brMRtrvP4Ey5zn4KHkvUFSzZOV-tCcE&index=10&pp=iAQB8AUB,[MV] Paul Kim(폴킴) _ But I'll Miss You(우리 만남이),폴킴,But I'll Miss You(우리 만남이)
q6twuU45IWs,https://www.youtube.com/watch?v=q6twuU45IWs&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=1&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 나와,장기하,나와
dqvmG85IehM,https://www.youtube.com/watch?v=dqvmG85IehM&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=2&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 아무것도 없잖어,장기하,아무것도 없잖어
mCHCXSIjgxo,https://www.youtube.com/watch?v=mCHCXSIjgxo&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=3&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 오늘도 무사히,장기하,오늘도 무사히
w4khncWY_xQ,https://www.youtube.com/watch?v=w4khncWY_xQ&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=4&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 정말 없었는지,장기하,정말 없었는지
NoptyUd2_tM,https://www.youtube.com/watch?v=NoptyUd2_tM&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=5&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 삼거리에서 만난 사람,장기하,삼거리에서 만난 사람
c8-QhJMeDxw,https://www.youtube.com/watch?v=c8-QhJMeDxw&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=6&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 말하러 가는 길,장기하,말하러 가는 길
Ajj15mhizu8,https://www.youtube.com/watch?v=Ajj15mhizu8&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=7&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 나를 받아주오,장기하,나를 받아주오
0618mEfMHqo,https://www.youtube.com/watch?v=0618mEfMHqo&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=8&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 그 남자 왜,장기하,그 남자 왜
cxKBeOSC4-g,https://www.youtube.com/watch?v=cxKBeOSC4-g&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=9&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 멱살 한 번 잡히십시다,장기하,멱살 한 번 잡히십시다
bL-ueHzY2yM,https://www.youtube.com/watch?v=bL-ueHzY2yM&list=PL_HaVPqQT7rJLSo8bcxHhIUYZJaprUXEM&index=10&pp=iAQB8AUB,[Official Audio] 장기하와 얼굴들 (Kiha & The Faces) - 싸구려 커피,장기하,싸구려 커피
AoVt7Qe9t1s,https://www.youtube.com/watch?v=AoVt7Qe9t1s&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=1&pp=iAQB8AUB,버즈-가시,버즈,버즈-가시
7gr7BK7B51g,https://www.youtube.com/watch?v=7gr7BK7B51g&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=2&pp=iAQB8AUB,버즈-겁쟁이,버즈,버즈-겁쟁이
BuWzk-pAQos,https://www.youtube.com/watch?v=BuWzk-pAQos&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=3&pp=iAQB8AUB,버즈(Buzz) - 남자를 몰라 가사 Lyric,버즈,남자를 몰라 가사
eUVwTjyi9n4,https://www.youtube.com/watch?v=eUVwTjyi9n4&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=4&pp=iAQB8AUB,버즈 - My Love (And),버즈,My Love (And)
d_MvqE6iYYE,https://www.youtube.com/watch?v=d_MvqE6iYYE&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=5&pp=iAQB8AUB,버즈 - Monologue,버즈,Monologue
5mDn3cUktv0,https://www.youtube.com/watch?v=5mDn3cUktv0&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=6&pp=iAQB8AUB,Buzz (버즈) - 나에게로 떠나는 여행,버즈,나에게로 떠나는 여행
BIksGASMsso,https://www.youtube.com/watch?v=BIksGASMsso&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=7&pp=iAQB8AUB,Buzz (버즈) - 은인,버즈,은인
8udoqIgxv9I,https://www.youtube.com/watch?v=8udoqIgxv9I&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=8&pp=iAQB8AUB,[Buzz (버즈) 1집 - Morning Of Buzz] 어쩌면,버즈,어쩌면
yR86EF7L8YY,https://www.youtube.com/watch?v=yR86EF7L8YY&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=9&pp=iAQB8AUB,버즈 - 사랑은 가슴이 시킨다 Part.3,버즈,사랑은 가슴이 시킨다 Part.3
GX1xLqm3BW0,https://www.youtube.com/watch?v=GX1xLqm3BW0&list=PLL6I8MNWZbds699u4PSmaTmiSNFGuLmyw&index=10&pp=iAQB8AUB,버즈 - tomorrow (가사 포함),버즈,tomorrow
